Algorithm;ndcg_5;hit_5;P_5;R_5;RR_5;ndcg_10;hit_10;P_10;R_10;RR_10;ndcg_50;hit_50;P_50;R_50;RR_50;ndcg_100;hit_100;P_100;R_100;RR_100
BPRMF-DP-R;0.012390708600172;0.034394942;0.0070572588746303;0.0176861545145037;0.0148441073963506;0.0201187984171132;0.07313346;0.0078665515924107;0.0398638096991994;0.01987604589226;0.0409797441547053;0.22432406;0.0055708201870428;0.1293438993927374;0.026692755346695;0.0516621125265355;0.31270957;0.0042920810990534;0.1897593529755228;0.0279509921486944
BPRMF-DP;0.0121521546055872;0.03365922;0.0069016256596726;0.0173216132368148;0.0145649108410324;0.0199048734623601;0.07256752;0.0078000537642015;0.0395472252072243;0.01964336525274;0.0406931461034811;0.22374398;0.0055569546824374;0.1288246565296983;0.0264246956209873;0.051275310298973;0.3110825;0.0042693020557732;0.1886779041076091;0.0276669905545455
KGCL-E-DC-5C;0.0112124690202877;0.032230224;0.0066837391587317;0.0164038852922704;0.0118908492385762;0.0140575246135286;0.048600007;0.0052604026655725;0.0246757815477623;0.0139684515977332;0.0213539517600334;0.11078255;0.0026584982809603;0.0567744076661401;0.0165512183229743;0.0274904719354848;0.17034763;0.0021674047453982;0.0915980109134925;0.0174272259341966
LightGCN-E-CC-5C;0.0083242745643648;0.02161887;0.0044454505581573;0.0109969165096589;0.0092905955092743;0.0110762852064566;0.03783302;0.0039502539651098;0.0187348908860858;0.0114318603873492;0.0192603215616679;0.10621259;0.0024182571909619;0.0544046228314169;0.0143424458285044;0.0252171938274694;0.16801313;0.0020226658554874;0.0886380228078497;0.0152046227547284
LightGCN-E-CC-3C;0.0083057172048437;0.021406641;0.0043775378825393;0.0110408314563235;0.0092764470351872;0.011374117881918;0.03885171;0.0040408041992671;0.0196556319401299;0.0115889814378757;0.0195950766488714;0.108278275;0.0024491008644717;0.0554289014236149;0.0145556994855911;0.0256468041885526;0.17022029;0.0020475671698807;0.0902555008621704;0.0154188187015722
LightGCN-E-CC-4C;0.0081142303398913;0.021010485;0.0042898173431995;0.0107815916098841;0.0091269448256672;0.0110867912321545;0.038087692;0.003968646981423;0.019143257166872;0.0113889040479682;0.0193565866399226;0.10672194;0.002424765489042;0.0552216231890957;0.0143245547307488;0.0251909550944123;0.16647094;0.0020054047171012;0.0887514808403812;0.0151603120203201
LightGCN-E-CC-2C;0.0078708319610258;0.021194413;0.0043124549017388;0.0106363889636544;0.008995128208756;0.0108139491649163;0.038073543;0.0039644024391969;0.0189339528646239;0.0112098977783976;0.0191814787780394;0.10844805;0.0024714554535293;0.0554020308436618;0.0142062713508467;0.0249928278416727;0.16661243;0.0020300230620127;0.0887333520275149;0.0150258856887492
KGCL-E-R-DC-3C;0.0065763722402126;0.017742187;0.0036106905870201;0.008714755894283;0.0078823507218079;0.0118805310350771;0.047312498;0.0050396864698142;0.0240207056837363;0.0115858317180492;0.0193053832450533;0.10976386;0.0025753052533284;0.0567029495974002;0.0141916045539421;0.0251770365803126;0.16746134;0.0020929837717002;0.0902714467401754;0.0150158019761396
KGCL-E-DC-3C;0.006575210706719;0.017728038;0.0036078608922027;0.0087119226719175;0.0078809358743992;0.0100597705879361;0.037889615;0.0039827954555101;0.0183807774407142;0.0105592420190815;0.0193034042714855;0.1107967;0.0025903026358607;0.0572073373894527;0.0140754744421095;0.0251102982934127;0.16764528;0.002089871107401;0.0903909949793343;0.0148900600252865
KGCL-E-CC-3C;0.0061133826994434;0.017926117;0.0037040705159948;0.0091194344888158;0.0071662021251008;0.0092802673460363;0.03597957;0.0037733980390214;0.0179703255934645;0.0095528026667403;0.0174202092016722;0.10605696;0.0024171253130349;0.0540378824177065;0.0124138452369362;0.0240720873276207;0.17176248;0.0021060003678603;0.092361601035779;0.0133365291589004
KGCL-E-CC-5C;0.0060747951052832;0.017544108;0.0036248390611072;0.0089926477879616;0.0070673986143927;0.009321338648715;0.036220092;0.0037889613605172;0.01799791578269;0.0095521738456697;0.0174965846933191;0.106396526;0.0024264633059324;0.0543037840385376;0.0124063118359239;0.0240676008548013;0.17227182;0.0021040195814881;0.0921911074952277;0.013326575501697
KGCL-E-CC-2C;0.0060221966419384;0.017473366;0.0036050311973853;0.0089846203245928;0.0070846125911987;0.0092719596926139;0.036007866;0.003770568344204;0.0180121774595574;0.009546621131038;0.0173325652017449;0.10503827;0.0023905261817512;0.0537420750507384;0.0123644375017402;0.0240314786112037;0.17214449;0.0020994920697802;0.0923820548448401;0.0133033920715869
KGCL-E-CC-4C;0.0059667502628812;0.01734603;0.0036078608922027;0.0089617184438053;0.0069726038380094;0.0091265764743053;0.03568245;0.0037295377693515;0.0177138009184587;0.0094203123129678;0.0173977956314339;0.106651194;0.0024250484585237;0.0543088628041091;0.0123304729633836;0.0239662315401296;0.17198884;0.002103029188302;0.0921105794010695;0.0132449194552237
LightGCN-E-R-DC-4C;0.0059080362912917;0.015082274;0.003186236364408;0.0071760800479758;0.0073958790211142;0.0072533275896364;0.02466079;0.0026485943490994;0.0110165242072992;0.0086516627713447;0.0124119908131919;0.07147809;0.0016734815150186;0.0329762204972755;0.0106598238211133;0.0166090835756748;0.11832369;0.0014536142277055;0.0564938466470323;0.0113266284487759
