Algorithm;ndcg_5;hit_5;P_5;R_5;RR_5;ndcg_10;hit_10;P_10;R_10;RR_10;ndcg_50;hit_50;P_50;R_50;RR_50;ndcg_100;hit_100;P_100;R_100;RR_100
BPRMF-DP-CC-R-5C;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016912735679103;0.0096943285;0.0010167992926613;0.0025528624358673;0.0030473278318105;0.0042311764138203;0.045882277;0.0010212201591511;0.0120450023385758;0.0045072493594228;0.0063099089775757;0.08361753;0.0009656435518504;0.0220911078601059;0.0050279329914468
BPRMF-DP-CC-R-4C;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016912735679103;0.0096943285;0.0010167992926613;0.0025528624358673;0.0030473278318105;0.0042248001155723;0.045787547;0.0010193255020841;0.0120217220386756;0.0045034203898364;0.0063035495571793;0.08349122;0.000964380447139;0.022070422732242;0.005023624980149
BPRMF-DP-CC-R-3C;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016912735679103;0.0096943285;0.0010167992926613;0.0025528624358673;0.0030473278318105;0.0042267195966983;0.045819122;0.0010199570544398;0.0120296164431217;0.0045038133876736;0.0063095498899857;0.08361753;0.0009656435518504;0.0220984416026254;0.0050251946164181
BPRMF-DP-CC-R-2C;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016912735679103;0.0096943285;0.0010167992926613;0.0025528624358673;0.0030473278318105;0.0042249193082212;0.045787547;0.0010193255020841;0.0120242469950183;0.0045021836055253;0.0063056035740074;0.08355438;0.0009650119994947;0.0220794135817501;0.0050233643735017
LightGCN-DP-CC-R-4C;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016935984138224;0.009725906;0.0010199570544398;0.0025560201976458;0.003052590768108;0.0042242267740358;0.045755967;0.0010186939497284;0.0120182134144773;0.0045056884894133;0.0063015702543927;0.08342806;0.0009637488947833;0.0220605985844868;0.0050254937152336
SpectralClustering-DP-CC-R-5C;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016982705941113;0.009789062;0.0010262725779967;0.0025654934829811;0.0030596957321095;0.0042317612869749;0.0458507;0.0010205886067955;0.0120368036745539;0.0045157036392214;0.0063109845200222;0.08355438;0.0009650119994947;0.0220897147171583;0.005035880264449
SpectralClustering-DP-R;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016912735679103;0.0096943285;0.0010167992926613;0.0025528624358673;0.0030473278318105;0.0042222843411708;0.045724392;0.0010180623973727;0.0120159578703498;0.0045004650463966;0.0063085794846093;0.08355438;0.0009650119994947;0.0221062357606658;0.0050223891757311
LightGCN-DP-CC-R-5C;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016912735679103;0.0096943285;0.0010167992926613;0.0025528624358673;0.0030473278318105;0.0042320319038094;0.045819122;0.0010199570544398;0.0120538510116912;0.0045054927683045;0.0063130551839153;0.083585955;0.0009653277756726;0.0221105714177109;0.0050266507736889
AdaGCL-DP-R-DC2C;0.0012189566332457;0.0044861604;0.0009277205514057;0.0013778184299548;0.0021897253860057;0.0014489892635141;0.0068599056;0.0007186567651734;0.0019750960476819;0.0024856571111933;0.0022214777242947;0.01598467;0.0003562795357041;0.0049859279631898;0.0028909874160725;0.0028131010277612;0.02426011;0.0002848494087414;0.0080469025952033;0.003007729538991
KGCL-DP-CC-R-4C;0.0010872493790584;0.0041812756;0.0008406106404756;0.0011658463638079;0.0023080496816858;0.0014543434588068;0.00821011;0.0008580326226616;0.0021039921405791;0.0028239771412532;0.0034108760247859;0.03575862;0.0007957490363466;0.0095151234573672;0.0039554101455432;0.0050722837085659;0.06502755;0.0007491452339989;0.017605369152962;0.0043611728278698
AdaGCL-DP-CC-R-2C;0.0010827349685004;0.004159498;0.0008362551449291;0.0011520536608737;0.0023251087059096;0.0014438386105501;0.008101222;0.0008471438837953;0.0020744104224438;0.0028339412015014;0.0034276836575589;0.036041725;0.0008009756310024;0.0096032334215062;0.003976627383119;0.0050818832479174;0.065332435;0.0007504518826629;0.0176553547380319;0.0043825740130399
AdaGCL-DP-CC-R-5C;0.0010769988322181;0.004137721;0.0008318996493826;0.00114697213874;0.0022844574141422;0.0014422170285035;0.008079444;0.0008471438837953;0.0020796993536442;0.0027934368212902;0.0033969292304187;0.03567151;0.0007935712885733;0.0094932893320769;0.0039223839435171;0.0050495102067554;0.06480978;0.0007460963871164;0.0175404904446319;0.0043265828021642
KGCL-DP-CC-R-2C;0.0010620683120135;0.0040941657;0.0008231886582895;0.0011313646064724;0.0022641317682586;0.001421153935827;0.008014112;0.0008384328927023;0.0020513361637757;0.0027682717359104;0.0033933032140252;0.03575862;0.0007944423876826;0.0095090526753224;0.0039149667837492;0.0050501210101782;0.06494044;0.000747838585335;0.0175745106998489;0.0043191743315112
